id	persName
dbl_017_person_0	Jackelinne Benitez
dbl_017_person_1	Wendy Kendrick
dbl_017_person_2	Wendy
dbl_017_person_3	Theodore Thompson
dbl_017_person_4	Catherine Thompson
dbl_017_person_5	Jackie
dbl_017_person_6	Jackie
dbl_017_person_7	Wendy
dbl_017_person_8	Bing Davis
dbl_017_person_9	Donna Wood
dbl_017_person_10	Flo Kennedy
dbl_017_person_11	Jackie
dbl_017_person_12	Ashley Bryan
dbl_017_person_13	Jackie
dbl_017_person_14	Jackie
dbl_017_person_15	Aileen Cave [‘76]
dbl_017_person_16	[Forrester] “Woody” [Ashe] Lee [‘68]
dbl_017_person_17	Jackie
dbl_017_person_18	Jackie
dbl_017_person_19	Eileen Cave
dbl_017_person_20	Jackie
