id	persName
dbl_026_person_0	Kiara Cannon
dbl_026_person_1	Monica Hargrove
dbl_026_person_2	Monica
dbl_026_person_3	Kiara
dbl_026_person_4	Betty Forston Hargrove
dbl_026_person_5	Ernest Cropper Hargrove
dbl_026_person_6	Blanche
dbl_026_person_7	Conyers Hargrove
dbl_026_person_8	Oliver Lee
dbl_026_person_9	Oliver Lee
dbl_026_person_10	Gloria Lee
dbl_026_person_11	Gloria Harper Lee
dbl_026_person_12	Grandma Sallie Mae Forston
dbl_026_person_13	Ernest Hargrove, Jr.
dbl_026_person_14	Jack
dbl_026_person_15	Martin Luther King, Jr.
dbl_026_person_16	Ralph Abernathy
dbl_026_person_17	Julian Bond
dbl_026_person_18	Lester Maddox
dbl_026_person_19	Jimmy Carter
dbl_026_person_20	Martin Luther King Jr.
dbl_026_person_21	Dr. King
dbl_026_person_22	John Kennedy
dbl_026_person_23	Bobby
dbl_026_person_24	Abraham Lincoln
dbl_026_person_25	JW Arnold
dbl_026_person_26	Clark Atlanta
dbl_026_person_27	Morris Brown
dbl_026_person_28	Mr. Page
dbl_026_person_29	John Kemeny
dbl_026_person_30	Oliver
dbl_026_person_31	Bissell Hall
dbl_026_person_32	John Goyette [‘60]
dbl_026_person_33	John Goyette [‘60]
dbl_026_person_34	Ludy Vale
dbl_026_person_35	Oliver Lee [‘72]
dbl_026_person_36	Oliver Lee [‘72]
dbl_026_person_37	Jimmy Carter
dbl_026_person_38	Eileen Cave
dbl_026_person_39	Judy Redding
dbl_026_person_40	Judy
dbl_026_person_41	Eileen
dbl_026_person_42	Judy
dbl_026_person_43	Judy
dbl_026_person_44	John Kemeny
dbl_026_person_45	Eileen
dbl_026_person_46	Judi
dbl_026_person_47	Eileen
dbl_026_person_48	JB
dbl_026_person_49	Judi Redding
dbl_026_person_50	Eileen Cave
dbl_026_person_51	George Floyd
dbl_026_person_52	Ahmaud Arbery
dbl_026_person_53	Brianna Taylor
dbl_026_person_54	George Floyd
dbl_026_person_55	Eileen
dbl_026_person_56	Judi
dbl_026_person_57	Dean Warner Traynham [‘57]
dbl_026_person_58	Judi
dbl_026_person_59	Eileen [Cave]
dbl_026_person_60	George Floyd
dbl_026_person_61	Kiara
